n_instances,n_features,n_num_features,n_cat_features,missing_values_pct,class_entropy,n_classes,mean_skewness,mean_kurtosis,avg_correlation,max_correlation,mean_corr_with_target,max_corr_with_target,mean_mutual_info,max_mutual_info,pca_fraction_95,feature_to_instance_ratio,task_type,best_model
4570,3,3,0,0.0,4.471505296,29,-0.030862563,-1.281904901,0.088223057,0.241123657,0.023645437,0.058993456,0.005681999,0.017045998,1.0,0.000656455,classification,LogisticRegression
2062656,16,16,2,0.0,1.0,2,1.72894731,5.704079582,0.083592233,0.569253887,0.0,0.0,0.111590623,0.450330987,0.8125,7.76e-06,classification,GradientBoosting
754,12,12,7,21.035687,1.0,2,0.684302716,0.430554836,0.200893312,0.791822483,0.369294192,0.960094641,0.155049992,0.647376892,0.9,0.015915119,classification,RandomForest
319480,34,34,5,0.0,1.0,2,1.261195837,5.550755181,0.064946197,0.85754244,0.12263143,0.999326798,0.103122453,0.744595472,0.705882353,0.000106423,classification,KNN
2326,37,37,36,0.0,1.0,2,2.685231151,19.77389965,0.090270295,0.774506483,0.0,0.0,0.01414111,0.139136086,0.805555556,0.015907137,classification,DecisionTree
11694,15,15,0,0.0,4.680451121,26,0.27633421,0.403500152,0.174875229,0.817865347,0.0,0.0,0.346893476,0.562000717,0.8,0.001282709,classification,RandomForest
624,4,4,0,0.0,1.584962501,3,-0.002032619,-1.242136096,0.070032155,0.180303902,0.0,0.0,0.258438688,0.302378673,1.0,0.006410256,classification,LogisticRegression
31168,8,8,0,0.0,1.0,2,0.109121689,-0.402127475,0.216995894,0.657179054,0.0,0.0,0.091127651,0.20998424,0.875,0.000256674,classification,RandomForest
665,23,23,5,3.043478261,2.321928095,5,2.312506575,33.09233687,0.135770208,0.634638391,0.0,0.0,0.213031421,0.809724165,0.739130435,0.034586466,classification,RandomForest
1510,5,5,0,0.0,3.321928095,10,0.476829641,-0.715266148,0.522076048,0.938415738,0.255663864,0.504207245,0.818174396,1.024012183,0.6,0.003311258,classification,SVC
969,8,8,0,0.0,1.584962501,3,-0.200065973,-0.453566088,0.188116664,0.590060207,0.072985948,0.157641673,0.035900918,0.104048078,1.0,0.008255934,classification,SVC
380496,13,13,0,0.0,1.0,2,0.099612412,0.066090594,0.000538294,0.002400802,0.061128621,0.292076076,0.012676868,0.055388049,1.0,3.42e-05,classification,RandomForest
470,25,25,9,0.606884058,1.0,2,2.784438218,30.69408551,0.101859838,1.0,0.0,0.0,0.059823181,0.344051152,0.818181818,0.053191489,classification,LogisticRegression
781,12,12,2,0.0,3.459431619,11,0.066717737,-0.563923788,0.209124246,0.560772643,0.0,0.0,0.328376656,0.900770998,0.833333333,0.015364917,classification,RandomForest
770,47,47,13,0.0,1.0,2,1.851625993,11.15724949,0.068789947,0.709600383,0.0,0.0,0.022258324,0.193897391,0.804347826,0.061038961,classification,RandomForest
402,6,6,0,0.0,1.0,2,0.045993129,-1.630223058,0.054446811,0.140940025,0.052039485,0.097499369,0.010551066,0.049581354,1.0,0.014925373,classification,GradientBoosting
9387,2,2,0,0.0,3.169925001,9,0.50135879,-0.271035486,0.044726573,0.044726573,0.044165828,0.070654083,0.091563457,0.136273231,1.0,0.000213061,classification,SVC
606,8,8,0,0.0,1.0,2,0.504742673,-0.290110805,0.192881025,0.54223208,0.0,0.0,0.103667739,0.176196231,0.875,0.01320132,classification,RandomForest
3918,25,25,22,5.358784023,1.0,2,2.721579451,45.41224594,0.110737224,0.997435519,0.0,0.0,0.150328091,0.645287644,0.76,0.006380807,classification,DecisionTree
2326,37,37,36,0.0,1.0,2,2.685231151,19.77389965,0.090270295,0.774506483,0.0,0.0,0.014994401,0.147616789,0.805555556,0.015907137,classification,DecisionTree
1050,30,30,0,0.0,1.0,2,4.447229698,82.6321728,0.030707523,0.225150651,0.088473226,0.417114888,0.060512223,0.175988949,0.933333333,0.028571429,classification,LogisticRegression
3486,142,142,60,0.0,1.584962501,3,0.002786449,0.157170357,0.011692027,0.110575119,0.0,0.0,0.019936266,0.38517767,0.936619718,0.040734366,classification,SVC
660,13,13,0,0.0,2.0,4,0.375452364,-0.073356242,0.355402229,0.937838908,0.0,0.0,0.179534861,0.414595286,0.538461538,0.01969697,classification,GradientBoosting
3534,40,40,0,0.0,1.584962501,3,0.039969611,-0.200768062,0.090417752,0.721888145,0.136763031,0.534981776,0.085086616,0.275092828,0.85,0.011318619,classification,LogisticRegression
1412,19,19,0,0.0,2.0,4,0.065737183,-1.208886205,0.029353776,0.642650189,0.090747905,0.918362529,0.05172415,0.850018529,0.894736842,0.013456091,classification,LogisticRegression
202724,32,32,5,0.0,1.0,2,1.526181108,1.89673144,0.087963589,0.994719161,0.110475785,0.520623917,0.077294431,0.607275879,0.571428571,0.00015785,classification,RandomForest
16880,5,5,0,0.0,1.0,2,0.374057726,-0.35920709,0.228857517,0.848667697,0.0,0.0,0.056507132,0.128778244,0.8,0.000296209,classification,GradientBoosting
224354,7,7,3,0.0,1.0,2,0.551441846,-0.210607044,0.114328038,0.500654717,0.091644162,0.195833515,0.023915067,0.036087678,1.0,3.12e-05,classification,GradientBoosting
37192,22,22,9,0.0,1.0,2,1.220166836,3.284322401,0.078131602,0.816444947,0.155472458,0.459395403,0.123320231,0.513418071,0.882352941,0.000591525,classification,GradientBoosting
1331225,13,13,0,0.0,2.807354922,7,0.109875995,0.254887778,0.104770017,0.499407113,0.055234539,0.143679655,0.226255379,0.509718728,0.923076923,9.77e-06,classification,RandomForest
31580,32,32,8,0.882437247,1.0,2,9.338921814,621.2545848,0.065659176,0.948476545,0.0,0.0,0.04258894,0.348451058,0.766666667,0.0010133,classification,GradientBoosting
66468,28,28,0,0.000316517,1.0,2,0.805154638,2.074245128,0.057948446,0.815706325,0.028938873,0.125719352,0.008332168,0.043916474,0.857142857,0.000421255,classification,GradientBoosting
59256,42,42,0,0.0,1.584962501,3,1.44970534,5.511220732,0.103190783,0.493728608,0.054261446,0.155232579,0.006900938,0.042334842,0.884615385,0.000708789,classification,RandomForest
5808,3,3,0,0.0,1.0,2,0.279059369,-0.157663591,0.547975603,0.738359201,0.363181877,0.430947209,0.125200394,0.132558238,1.0,0.000516529,classification,SVC
25422,23,23,0,0.0,1.0,2,3.484819987,47.95763109,0.191273525,0.929396231,0.0773523,0.209330498,0.066639566,0.345261682,0.695652174,0.000904728,classification,GradientBoosting
2162,1,1,0,0.0,1.0,2,0.682454583,0.098326344,0.0,0.0,0.10385358,0.10385358,0.199093776,0.199093776,0.0,0.000462535,classification,GradientBoosting
2442,19,19,1,0.087796313,1.584962501,3,1.308625387,21.38126549,0.260863993,0.89692207,0.295656636,0.600433071,0.268697181,0.60544821,0.578947368,0.007780508,classification,RandomForest
483,5,5,0,0.431034483,1.584962501,3,0.892812261,0.547063784,0.608283252,0.870405075,0.462074927,0.612236554,0.317994345,0.446826789,0.6,0.010351967,classification,RandomForest
780,40,40,0,0.0,2.0,4,0.152060491,0.323129872,0.054809519,0.35147758,0.0,0.0,0.150757096,0.670295487,0.925,0.051282051,classification,LogisticRegression
